primaryTitle,startYear,numVotes,averageRating
The Day of the Beast,1995,25186,7.3
Get Shorty,1995,94390,6.9
La haine,1995,214224,8.1
Heat,1995,765199,8.3
Rumble in the Bronx,1995,48026,6.8
Ghost in the Shell,1995,166581,7.9
The Last Supper,1995,16150,6.7
Se7en,1995,1927069,8.6
Strange Days,1995,82185,7.2
Swimming with Sharks,1994,25575,7.0
Tales from the Hood,1995,10406,6.6
Things to Do in Denver When You're Dead,1995,30902,6.7
To Die For,1995,57021,6.8
The Usual Suspects,1995,1196523,8.5
Bottle Rocket,1996,86498,6.9
Bound,1996,64751,7.3
The Bandit,1996,74121,8.1
Fargo,1996,760937,8.1
Freeway,1996,33396,6.8
From Dusk Till Dawn,1996,358143,7.2
The Long Kiss Goodnight,1996,89864,6.8
Paradise Lost: The Child Murders at Robin Hood Hills,1996,18986,8.2
Primal Fear,1996,265083,7.7
Pusher,1996,48246,7.3
Ransom,1996,140452,6.7
Set It Off,1996,19600,6.9
Sleepers,1996,246113,7.5
Thesis,1996,44780,7.4
A Time to Kill,1996,191625,7.5
Trainspotting,1996,753101,8.1
Absolute Power,1997,63195,6.7
Apt Pupil,1998,43170,6.7
The Assignment,1997,10411,6.8
The Big Lebowski,1998,894858,8.1
Brother,1997,27030,7.8
Breakdown,1997,66457,7.0
"Black Cat, White Cat",1998,57840,8.0
Clay Pigeons,1998,12444,6.6
Con Air,1997,331974,6.9
Cop Land,1997,111925,7.0
Donnie Brasco,1997,346472,7.7
Face/Off,1997,416478,7.3
Fallen,1998,98505,7.0
Funny Games,1997,91379,7.5
Gridlock'd,1997,17106,6.9
Grosse Pointe Blank,1997,102773,7.3
Fireworks,1997,34592,7.7
Hard Eight,1996,57225,7.1
Insomnia,1997,16523,7.2
Jackie Brown,1997,392042,7.5
Character,1997,11727,7.7
Kiss the Girls,1997,96118,6.6
Knockin' on Heaven's Door,1997,35642,7.8
L.A. Confidential,1997,644523,8.2
Midnight in the Garden of Good and Evil,1997,42827,6.6
Les Misérables,1998,44749,7.4
The Rainmaker,1997,87315,7.2
Suicide Kings,1997,29958,6.9
A Simple Plan,1998,80245,7.5
U Turn,1997,56546,6.7
The Man Who Knew Too Little,1997,36069,6.6
American History X,1998,1237690,8.5
From Hell,2001,168876,6.7
The Green Mile,1999,1496990,8.6
Half Baked,1998,69773,6.6
"Lock, Stock and Two Smoking Barrels",1998,637740,8.1
The Negotiator,1998,160817,7.3
Out of Sight,1998,103481,7.0
Payback,1999,150488,7.1
A Perfect Murder,1998,95852,6.6
Rush Hour,1998,314306,7.0
"Torrente, the Dumb Arm of the Law",1998,14267,6.8
U.S. Marshals,1998,118175,6.6
Wild Things,1998,137171,6.6
Zero Effect,1998,15794,6.9
Lethal Weapon 4,1998,177304,6.6
Ronin,1998,202856,7.2
Analyze This,1999,165942,6.7
Cure,1997,31624,7.5
Life,1999,58793,6.8
Thursday,1998,21135,7.1
Rounders,1998,165176,7.3
Run Lola Run,1998,214148,7.6
The Talented Mr. Ripley,1999,262769,7.4
8MM,1999,148234,6.6
Bang Boom Bang - Ein todsicheres Ding,1999,11171,7.5
Arlington Road,1999,95155,7.2
Fight Club,1999,2487265,8.8
Go,1999,77933,7.2
Training Day,2001,499084,7.8
True Crime,1999,40085,6.6
Baasha,1995,12417,8.3
American Psycho,2000,788348,7.6
The Boondock Saints,1999,258141,7.6
Two Hands,1999,14152,7.1
The Bone Collector,1999,194815,6.7
Cholera Street,1997,12439,7.6
Taxi,1998,93478,7.0
Following,1998,106608,7.4
The Thomas Crown Affair,1999,105096,6.9
Perfect Blue,1997,109651,8.0
I Stand Alone,1998,26954,7.3
Lady Snowblood,1973,17694,7.6
Croupier,1998,24339,7.0
Summer of Sam,1999,43148,6.7
The Wounds,1998,12219,8.0
Ghost Dog: The Way of the Samurai,1999,101276,7.5
The Limey,1999,36611,6.9
Dancer in the Dark,2000,121253,7.9
Boys Don't Cry,1999,106253,7.5
Bad Boys II,2003,282218,6.6
In China They Eat Dogs,1999,23969,7.3
Minority Report,2002,605768,7.6
Traffic,2000,225917,7.5
Boiler Room,2000,58447,7.0
