primaryTitle,startYear,numVotes,averageRating
Across the Universe,2007,116400,7.3
Jodhaa Akbar,2008,35813,7.5
Amazing Grace,2006,26190,7.4
The Last King of Scotland,2006,201989,7.6
Goya's Ghosts,2006,32607,6.9
Pope Joan,2009,9312,6.7
The Other Boleyn Girl,2008,124347,6.7
United 93,2006,113675,7.6
Killing the Shadows,2006,13947,7.5
Silence,2016,128424,7.2
Winter in Wartime,2008,13864,7.0
Talk to Me,2007,10428,7.3
"Lust, Caution",2007,47213,7.5
The Counterfeiters,2007,48042,7.5
A Mighty Heart,2007,28577,6.6
Battle in Seattle,2007,15407,6.6
Taxi to the Dark Side,2007,17283,7.5
The Duchess,2008,89339,6.9
Frost/Nixon,2008,114754,7.6
Katyn,2007,17914,7.0
Che: Part One,2008,49090,7.1
Suite Française,2014,29780,7.0
Flame & Citron,2008,20553,7.2
The Young Victoria,2009,68340,7.2
The Conspirator,2010,30604,6.9
Valkyrie,2008,268178,7.1
Jesus Revolution,2023,15838,7.1
Milk,2008,183398,7.5
All Quiet on the Western Front,2022,277882,7.8
Enron: The Smartest Guys in the Room,2005,20773,7.6
Selma,2014,97861,7.5
The Way Back,2010,125163,7.3
The Girl with the Needle,2024,15426,7.5
Joy,2024,10096,7.1
Argo,2012,654652,7.7
Sardar Udham,2021,49438,8.3
Defiance,2008,159031,7.1
Invictus,2009,171717,7.3
The Peasants,2023,8286,7.6
The Electrical Life of Louis Wain,2021,22565,6.8
The Trial of the Chicago 7,2020,201061,7.7
Maidaan,2024,22922,7.9
Foxcatcher,2014,152956,7.0
Admiral,2008,8885,6.6
She Said,2022,47489,7.3
City of Life and Death,2009,12144,7.7
Intoxicated by Love,2024,13858,8.5
Pawankhind,2022,8178,8.4
The Bang Bang Club,2010,11788,6.9
Polytechnique,2009,20462,7.2
First Man,2018,211190,7.3
Capitalism: A Love Story,2009,44338,7.4
Emily,2022,9455,6.8
The Three Musketeers - Part I: D'Artagnan,2023,24899,6.7
Tetris,2023,98851,7.4
A Royal Affair,2012,52962,7.5
Cars of the Revolution,2008,13094,7.9
One Life,2023,35502,7.5
Mission Majnu,2023,45212,6.9
Made in Dagenham,2010,16425,7.1
Gandhi Godse Ek Yudh,2023,8537,6.6
The Round Up,2010,9695,7.1
Aftershock,2010,10075,7.5
Straight Outta Compton,2015,228404,7.8
Bodyguards and Assassins,2009,8763,6.8
The Flowers of War,2011,57328,7.5
Pearl Jam Twenty,2011,8356,8.2
Beneath Hill 60,2010,9063,7.0
Even the Rain,2010,15246,7.4
Testament of Youth,2014,31353,7.2
Methagu,2021,8883,8.5
I'm Still Here,2024,114794,8.2
The King's Speech,2010,723229,8.0
Oppenheimer,2023,910087,8.3
Restrepo,2010,24878,7.4
Yahsi Bati - The Ottoman Cowboys,2009,40031,7.4
The Last Kingdom: Seven Kings Must Die,2023,40840,6.9
Of Gods and Men,2010,16550,7.2
Pawn Sacrifice,2014,52600,7.0
The Impossible,2012,257076,7.5
Cave of Forgotten Dreams,2010,18353,7.4
The Silence of Swastika,2021,10645,9.0
Day of the Falcon,2011,12919,6.6
Jeanne du Barry,2023,15181,6.7
The Zookeeper's Wife,2017,48460,7.0
United,2011,13622,7.3
The Parade,2011,13425,7.3
Zero Dark Thirty,2012,332245,7.4
The Lady,2011,11508,7.0
Little Boy,2015,24649,7.3
Deepwater Horizon,2016,192829,7.1
The Taste of Things,2023,18579,7.4
The 33,2015,40884,6.9
12 Years a Slave,2013,768258,8.1
The Finest Hours,2016,73125,6.7
No,2012,26784,7.4
The Third Half,2012,8416,7.4
The Physician,2013,43415,7.2
Hacksaw Ridge,2016,643667,8.1
All the Beauty and the Bloodshed,2022,8817,7.5
There's Still Tomorrow,2023,16476,7.7
The Redeem Team,2022,12030,7.4
BlackBerry,2023,58941,7.3
Mandela: Long Walk to Freedom,2013,29701,7.1
Special 26,2013,61120,8.0
20 Feet from Stardom,2013,14252,7.4
An Officer and a Spy,2019,22377,7.2
Woman in Gold,2015,65130,7.3
The Six Triple Eight,2024,28144,6.7
Mr. Turner,2014,28061,6.8
The Square,2013,9507,8.0
The Beatles: Eight Days a Week - The Touring Years,2016,14224,7.8
Dirty Wars,2013,9469,7.4
The Butterfly's Dream,2013,25573,7.6
Finding Vivian Maier,2013,15521,7.7
Small Things Like These,2024,27850,6.7
Phoenix,2014,21430,7.3
Chhaava,2025,34178,7.3
September 5,2024,27514,7.1
Macbeth,2015,60894,6.6
The Water Diviner,2014,79689,7.0
Suffragette,2015,45815,6.9
Tim's Vermeer,2013,8726,7.8
The Miracle,2015,15102,7.6
Black '47,2018,13797,6.8
Spare Parts,2015,12231,7.2
The 12th Man,2017,31111,7.3
A United Kingdom,2016,17440,6.9
The Attorney,2013,8190,7.7
The Look of Silence,2014,14512,8.2
The Admiral: Roaring Currents,2014,13743,7.1
Kesari Chapter 2: The Untold Story of Jallianwala Bagh,2025,12139,8.0
The Dig,2021,86606,7.1
Holding the Man,2015,13859,7.4
The Salt of the Earth,2014,24674,8.4
Bridge of Spies,2015,337880,7.6
Experimenter,2015,20521,6.6
Bajirao Mastani,2015,40511,7.3
Labyrinth of Lies,2014,14386,7.3
The Outpost,2019,45829,6.8
Land of Mine,2015,47989,7.8
Truth,2015,22053,6.8
Muhammad: The Messenger of God,2015,12634,7.2
Colonia,2015,58780,7.0
13 Hours: The Secret Soldiers of Benghazi,2016,173241,7.3
Anthropoid,2016,57344,7.2
The Last Duel,2021,197377,7.3
The King's Choice,2016,10644,7.1
The Innocents,2016,12044,7.3
Airlift,2016,60177,7.9
Darkest Hour,2017,232559,7.4
Endless Corridor,2014,42256,8.1
On the Basis of Sex,2018,41204,7.1
The Death of Stalin,2017,121422,7.3
The Exception,2016,16322,6.8
The Great Hack,2019,25511,7.0
In This Corner of the World,2016,13328,7.8
The Best of Enemies,2019,20989,7.3
Hidden Figures,2016,276877,7.8
First They Killed My Father,2017,21485,7.2
Winter on Fire: Ukraine's Fight for Freedom,2015,21188,8.3
The Age of Shadows,2016,11652,7.1
Viceroy's House,2017,8761,6.7
The Red Sea Diving Resort,2019,33957,6.6
Dunkirk,2017,778434,7.8
Frantz,2016,18257,7.5
Lee,2023,28668,6.9
Operation Finale,2018,51757,6.6
61 Days,2016,16403,7.3
Sami Blood,2016,8583,7.3
Detroit,2017,57656,7.3
Woman Walks Ahead,2017,9025,6.7
Colette,2018,27420,6.7
Hotel Mumbai,2018,76191,7.6
Killers of the Flower Moon,2023,285622,7.6
I Am Not Your Negro,2016,24282,7.9
13th,2016,38665,8.2
The Professor and the Madman,2019,53485,7.2
Padmaavat,2018,39152,7.1
The Battleship Island,2017,9120,7.1
Sour Apples,2016,8387,7.1
The Edge of Democracy,2019,16113,7.3
Greyhound,2020,125548,7.0
Professor Marston & the Wonder Women,2017,29744,7.0
